"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition"
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","MGRSUTMGridZoneRowValue","usmtf:MGRSUTMGridZoneRowValue","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","Column100000MeterSquareValue","usmtf:Column100000MeterSquareValue","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","Row100000MeterSquareValue","usmtf:Row100000MeterSquareValue","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","MGRSUTM10MeterEastingValue","usmtf:MGRSUTM10MeterEastingValue","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","MGRSUTM10MeterNorthingValue","usmtf:MGRSUTM10MeterNorthingValue","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","HyphenCode","usmtf:HyphenCode","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","OrientationTrueDegreesToTenthMeasure","usmtf:OrientationTrueDegreesToTenthMeasure","1","1",""
"usmtf","LineOfBearingMGRSUTMOriginType","usmtf:LineOfBearingMGRSUTMOriginType","usmtf","LineOfBearingMGRSUTMOriginAugmentationPoint","usmtf:LineOfBearingMGRSUTMOriginAugmentationPoint","0","unbounded",""
"usmtf","LocalHarborCommunicationsIDType","usmtf:LocalHarborCommunicationsIDType","usmtf","AppendixID","usmtf:AppendixID","1","1",""
"usmtf","LocalHarborCommunicationsIDType","usmtf:LocalHarborCommunicationsIDType","usmtf","HyphenCode","usmtf:HyphenCode","1","1",""
"usmtf","LocalHarborCommunicationsIDType","usmtf:LocalHarborCommunicationsIDType","usmtf","LocalHarborCommunicationTableNumberNumeric","usmtf:LocalHarborCommunicationTableNumberNumeric","1","1",""
"usmtf","LocalHarborCommunicationsIDType","usmtf:LocalHarborCommunicationsIDType","usmtf","HyphenTwoCode","usmtf:HyphenTwoCode","1","1",""
"usmtf","LocalHarborCommunicationsIDType","usmtf:LocalHarborCommunicationsIDType","usmtf","LocalHarborCommunicationLineNumberNumeric","usmtf:LocalHarborCommunicationLineNumberNumeric","1","1",""
"usmtf","LocalHarborCommunicationsIDType","usmtf:LocalHarborCommunicationsIDType","usmtf","LocalHarborCommunicationsIDAugmentationPoint","usmtf:LocalHarborCommunicationsIDAugmentationPoint","0","unbounded",""
"usmtf","LocatingReportNumberType","usmtf:LocatingReportNumberType","usmtf","LocatingReportCode","usmtf:LocatingReportCode","1","1",""
"usmtf","LocatingReportNumberType","usmtf:LocatingReportNumberType","usmtf","LocatingNumberID","usmtf:LocatingNumberID","1","1",""
"usmtf","LocatingReportNumberType","usmtf:LocatingReportNumberType","usmtf","LocatingReportNumberAugmentationPoint","usmtf:LocatingReportNumberAugmentationPoint","0","unbounded",""
"usmtf","LocationAbbrevGEOREFCentiminuteType","usmtf:LocationAbbrevGEOREFCentiminuteType","usmtf","OneDegreeQuadrilateralGEOREFValue","usmtf:OneDegreeQuadrilateralGEOREFValue","1","1",""
"usmtf","LocationAbbrevGEOREFCentiminuteType","usmtf:LocationAbbrevGEOREFCentiminuteType","usmtf","MinuteEastingGEOREFValue","usmtf:MinuteEastingGEOREFValue","1","1",""
"usmtf","LocationAbbrevGEOREFCentiminuteType","usmtf:LocationAbbrevGEOREFCentiminuteType","usmtf","CentiminuteEastingAngularValue","usmtf:CentiminuteEastingAngularValue","1","1",""
"usmtf","LocationAbbrevGEOREFCentiminuteType","usmtf:LocationAbbrevGEOREFCentiminuteType","usmtf","MinuteNorthingGEOREFValue","usmtf:MinuteNorthingGEOREFValue","1","1",""
"usmtf","LocationAbbrevGEOREFCentiminuteType","usmtf:LocationAbbrevGEOREFCentiminuteType","usmtf","CentiminuteNorthingAngularValue","usmtf:CentiminuteNorthingAngularValue","1","1",""
"usmtf","LocationAbbrevGEOREFCentiminuteType","usmtf:LocationAbbrevGEOREFCentiminuteType","usmtf","LocationAbbrevGEOREFCentiminuteAugmentationPoint","usmtf:LocationAbbrevGEOREFCentiminuteAugmentationPoint","0","unbounded",""
"usmtf","LocationAbbrevGEOREFMinutesType","usmtf:LocationAbbrevGEOREFMinutesType","usmtf","OneDegreeQuadrilateralGEOREFValue","usmtf:OneDegreeQuadrilateralGEOREFValue","1","1",""
"usmtf","LocationAbbrevGEOREFMinutesType","usmtf:LocationAbbrevGEOREFMinutesType","usmtf","MinuteEastingGEOREFValue","usmtf:MinuteEastingGEOREFValue","1","1",""
"usmtf","LocationAbbrevGEOREFMinutesType","usmtf:LocationAbbrevGEOREFMinutesType","usmtf","MinuteNorthingGEOREFValue","usmtf:MinuteNorthingGEOREFValue","1","1",""
"usmtf","LocationAbbrevGEOREFMinutesType","usmtf:LocationAbbrevGEOREFMinutesType","usmtf","LocationAbbrevGEOREFMinutesAugmentationPoint","usmtf:LocationAbbrevGEOREFMinutesAugmentationPoint","0","unbounded",""
"usmtf","LocationAccuracyType","usmtf:LocationAccuracyType","usmtf","LinearDistanceValue","usmtf:LinearDistanceValue","1","1",""
"usmtf","LocationAccuracyType","usmtf:LocationAccuracyType","usmtf","LinearUnitCode","usmtf:LinearUnitCode","1","1",""
"usmtf","LocationAccuracyType","usmtf:LocationAccuracyType","usmtf","LocationAccuracyAugmentationPoint","usmtf:LocationAccuracyAugmentationPoint","0","unbounded",""
"usmtf","LocationGEOREFDegreesType","usmtf:LocationGEOREFDegreesType","usmtf","FifteenDegreeQuadrilateralGEOREFValue","usmtf:FifteenDegreeQuadrilateralGEOREFValue","1","1",""
"usmtf","LocationGEOREFDegreesType","usmtf:LocationGEOREFDegreesType","usmtf","OneDegreeQuadrilateralGEOREFValue","usmtf:OneDegreeQuadrilateralGEOREFValue","1","1",""
"usmtf","LocationGEOREFDegreesType","usmtf:LocationGEOREFDegreesType","usmtf","LocationGEOREFDegreesAugmentationPoint","usmtf:LocationGEOREFDegreesAugmentationPoint","0","unbounded",""
"usmtf","LocationGEOREFMinuteType","usmtf:LocationGEOREFMinuteType","usmtf","FifteenDegreeQuadrilateralGEOREFValue","usmtf:FifteenDegreeQuadrilateralGEOREFValue","1","1",""
"usmtf","LocationGEOREFMinuteType","usmtf:LocationGEOREFMinuteType","usmtf","OneDegreeQuadrilateralGEOREFValue","usmtf:OneDegreeQuadrilateralGEOREFValue","1","1",""
"usmtf","LocationGEOREFMinuteType","usmtf:LocationGEOREFMinuteType","usmtf","MinuteEastingGEOREFValue","usmtf:MinuteEastingGEOREFValue","1","1",""
"usmtf","LocationGEOREFMinuteType","usmtf:LocationGEOREFMinuteType","usmtf","MinuteNorthingGEOREFValue","usmtf:MinuteNorthingGEOREFValue","1","1",""
"usmtf","LocationGEOREFMinuteType","usmtf:LocationGEOREFMinuteType","usmtf","LocationGEOREFMinuteAugmentationPoint","usmtf:LocationGEOREFMinuteAugmentationPoint","0","unbounded",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LatitudeMinuteAngularValue","usmtf:LatitudeMinuteAngularValue","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","DecimalCode","usmtf:DecimalCode","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LatitudeCentiminuteAngularValue","usmtf:LatitudeCentiminuteAngularValue","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LongitudeMinuteAngularValue","usmtf:LongitudeMinuteAngularValue","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","DecimalTwoCode","usmtf:DecimalTwoCode","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LongitudeCentiminuteAngularValue","usmtf:LongitudeCentiminuteAngularValue","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongCentiminutesType","usmtf:LocationLatLongCentiminutesType","usmtf","LocationLatLongCentiminutesAugmentationPoint","usmtf:LocationLatLongCentiminutesAugmentationPoint","0","unbounded",""
"usmtf","LocationLatLongDegreesType","usmtf:LocationLatLongDegreesType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationLatLongDegreesType","usmtf:LocationLatLongDegreesType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongDegreesType","usmtf:LocationLatLongDegreesType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationLatLongDegreesType","usmtf:LocationLatLongDegreesType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongDegreesType","usmtf:LocationLatLongDegreesType","usmtf","LocationLatLongDegreesAugmentationPoint","usmtf:LocationLatLongDegreesAugmentationPoint","0","unbounded",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LatitudeMinuteAngularValue","usmtf:LatitudeMinuteAngularValue","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","DecimalCode","usmtf:DecimalCode","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","TenThousandthMinuteLatitudeValue","usmtf:TenThousandthMinuteLatitudeValue","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LongitudeMinuteAngularValue","usmtf:LongitudeMinuteAngularValue","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","DecimalTwoCode","usmtf:DecimalTwoCode","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","TenThousandthMinuteLongitudeValue","usmtf:TenThousandthMinuteLongitudeValue","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongTenThousandthsOfMinuteType","usmtf:LocationLatLongTenThousandthsOfMinuteType","usmtf","LocationLatLongTenThousandthsOfMinuteAugmentationPoint","usmtf:LocationLatLongTenThousandthsOfMinuteAugmentationPoint","0","unbounded",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LatitudeMinuteAngularValue","usmtf:LatitudeMinuteAngularValue","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","DecimalCode","usmtf:DecimalCode","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","ThousandthOfMinuteLatitudeValue","usmtf:ThousandthOfMinuteLatitudeValue","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LongitudeMinuteAngularValue","usmtf:LongitudeMinuteAngularValue","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","ThousandthOfMinuteLongitudeValue","usmtf:ThousandthOfMinuteLongitudeValue","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationLatLongThousandthsOfMinuteType","usmtf:LocationLatLongThousandthsOfMinuteType","usmtf","LocationLatLongThousandthsOfMinuteAugmentationPoint","usmtf:LocationLatLongThousandthsOfMinuteAugmentationPoint","0","unbounded",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","MGRSUTMGridZoneColumnValue","usmtf:MGRSUTMGridZoneColumnValue","1","1",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","MGRSUTMGridZoneRowValue","usmtf:MGRSUTMGridZoneRowValue","1","1",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","Column100000MeterSquareValue","usmtf:Column100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","Row100000MeterSquareValue","usmtf:Row100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","MGRSUTM1000MeterEastingValue","usmtf:MGRSUTM1000MeterEastingValue","1","1",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","MGRSUTM1000MeterNorthingValue","usmtf:MGRSUTM1000MeterNorthingValue","1","1",""
"usmtf","LocationMGRSUTM1000MeterType","usmtf:LocationMGRSUTM1000MeterType","usmtf","LocationMGRSUTM1000MeterAugmentationPoint","usmtf:LocationMGRSUTM1000MeterAugmentationPoint","0","unbounded",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","MGRSUTMGridZoneColumnValue","usmtf:MGRSUTMGridZoneColumnValue","1","1",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","MGRSUTMGridZoneRowValue","usmtf:MGRSUTMGridZoneRowValue","1","1",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","Column100000MeterSquareValue","usmtf:Column100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","Row100000MeterSquareValue","usmtf:Row100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","MGRSUTM100MeterEastingValue","usmtf:MGRSUTM100MeterEastingValue","1","1",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","MGRSUTM100MeterNorthingValue","usmtf:MGRSUTM100MeterNorthingValue","1","1",""
"usmtf","LocationMGRSUTM100MeterType","usmtf:LocationMGRSUTM100MeterType","usmtf","LocationMGRSUTM100MeterAugmentationPoint","usmtf:LocationMGRSUTM100MeterAugmentationPoint","0","unbounded",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","MGRSUTMGridZoneColumnValue","usmtf:MGRSUTMGridZoneColumnValue","1","1",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","MGRSUTMGridZoneRowValue","usmtf:MGRSUTMGridZoneRowValue","1","1",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","Column100000MeterSquareValue","usmtf:Column100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","Row100000MeterSquareValue","usmtf:Row100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","MGRSUTM10MeterEastingValue","usmtf:MGRSUTM10MeterEastingValue","1","1",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","MGRSUTM10MeterNorthingValue","usmtf:MGRSUTM10MeterNorthingValue","1","1",""
"usmtf","LocationMGRSUTM10MeterType","usmtf:LocationMGRSUTM10MeterType","usmtf","LocationMGRSUTM10MeterAugmentationPoint","usmtf:LocationMGRSUTM10MeterAugmentationPoint","0","unbounded",""
"usmtf","LocationMGRSUTMAbbreviated100MeterType","usmtf:LocationMGRSUTMAbbreviated100MeterType","usmtf","Column100000MeterSquareValue","usmtf:Column100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated100MeterType","usmtf:LocationMGRSUTMAbbreviated100MeterType","usmtf","Row100000MeterSquareValue","usmtf:Row100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated100MeterType","usmtf:LocationMGRSUTMAbbreviated100MeterType","usmtf","MGRSUTM100MeterEastingValue","usmtf:MGRSUTM100MeterEastingValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated100MeterType","usmtf:LocationMGRSUTMAbbreviated100MeterType","usmtf","MGRSUTM100MeterNorthingValue","usmtf:MGRSUTM100MeterNorthingValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated100MeterType","usmtf:LocationMGRSUTMAbbreviated100MeterType","usmtf","LocationMGRSUTMAbbreviated100MeterAugmentationPoint","usmtf:LocationMGRSUTMAbbreviated100MeterAugmentationPoint","0","unbounded",""
"usmtf","LocationMGRSUTMAbbreviated10MeterType","usmtf:LocationMGRSUTMAbbreviated10MeterType","usmtf","Column100000MeterSquareValue","usmtf:Column100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated10MeterType","usmtf:LocationMGRSUTMAbbreviated10MeterType","usmtf","Row100000MeterSquareValue","usmtf:Row100000MeterSquareValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated10MeterType","usmtf:LocationMGRSUTMAbbreviated10MeterType","usmtf","MGRSUTM10MeterEastingValue","usmtf:MGRSUTM10MeterEastingValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated10MeterType","usmtf:LocationMGRSUTMAbbreviated10MeterType","usmtf","MGRSUTM10MeterNorthingValue","usmtf:MGRSUTM10MeterNorthingValue","1","1",""
"usmtf","LocationMGRSUTMAbbreviated10MeterType","usmtf:LocationMGRSUTMAbbreviated10MeterType","usmtf","LocationMGRSUTMAbbreviated10MeterAugmentationPoint","usmtf:LocationMGRSUTMAbbreviated10MeterAugmentationPoint","0","unbounded",""
"usmtf","LocationRelativeBearingRangeNauticalMilesType","usmtf:LocationRelativeBearingRangeNauticalMilesType","usmtf","BearingValue","usmtf:BearingValue","1","1",""
"usmtf","LocationRelativeBearingRangeNauticalMilesType","usmtf:LocationRelativeBearingRangeNauticalMilesType","usmtf","HyphenCode","usmtf:HyphenCode","1","1",""
"usmtf","LocationRelativeBearingRangeNauticalMilesType","usmtf:LocationRelativeBearingRangeNauticalMilesType","usmtf","ReferenceName","usmtf:ReferenceName","1","1",""
"usmtf","LocationRelativeBearingRangeNauticalMilesType","usmtf:LocationRelativeBearingRangeNauticalMilesType","usmtf","HyphenTwoCode","usmtf:HyphenTwoCode","1","1",""
"usmtf","LocationRelativeBearingRangeNauticalMilesType","usmtf:LocationRelativeBearingRangeNauticalMilesType","usmtf","Distance0To999NauticalMilesMeasure","usmtf:Distance0To999NauticalMilesMeasure","1","1",""
"usmtf","LocationRelativeBearingRangeNauticalMilesType","usmtf:LocationRelativeBearingRangeNauticalMilesType","usmtf","LocationRelativeBearingRangeNauticalMilesAugmentationPoint","usmtf:LocationRelativeBearingRangeNauticalMilesAugmentationPoint","0","unbounded",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LatitudeMinuteAngularValue","usmtf:LatitudeMinuteAngularValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LatitudeSecondAngularValue","usmtf:LatitudeSecondAngularValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","DecimalCode","usmtf:DecimalCode","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","TenthOfSecondLatitudeValue","usmtf:TenthOfSecondLatitudeValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LatitudeChecksumDigitValue","usmtf:LatitudeChecksumDigitValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","HyphenCode","usmtf:HyphenCode","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LongitudeMinuteAngularValue","usmtf:LongitudeMinuteAngularValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LongitudeSecondAngularValue","usmtf:LongitudeSecondAngularValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","DecimalTwoCode","usmtf:DecimalTwoCode","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","TenthOfSecondLongitudeValue","usmtf:TenthOfSecondLongitudeValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LongitudeChecksumDigitValue","usmtf:LongitudeChecksumDigitValue","1","1",""
"usmtf","LocationVerifiedLatLongDecisecondsType","usmtf:LocationVerifiedLatLongDecisecondsType","usmtf","LocationVerifiedLatLongDecisecondsAugmentationPoint","usmtf:LocationVerifiedLatLongDecisecondsAugmentationPoint","0","unbounded",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LatitudeChecksumDigitValue","usmtf:LatitudeChecksumDigitValue","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","HyphenCode","usmtf:HyphenCode","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LongitudeChecksumDigitValue","usmtf:LongitudeChecksumDigitValue","1","1",""
"usmtf","LocationVerifiedLatLongDegreesType","usmtf:LocationVerifiedLatLongDegreesType","usmtf","LocationVerifiedLatLongDegreesAugmentationPoint","usmtf:LocationVerifiedLatLongDegreesAugmentationPoint","0","unbounded",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LatitudeDegreesValue","usmtf:LatitudeDegreesValue","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LatitudeMinuteAngularValue","usmtf:LatitudeMinuteAngularValue","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LatitudinalHemisphereCode","usmtf:LatitudinalHemisphereCode","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LatitudeChecksumDigitValue","usmtf:LatitudeChecksumDigitValue","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","HyphenCode","usmtf:HyphenCode","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LongitudeDegreesValue","usmtf:LongitudeDegreesValue","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LongitudeMinuteAngularValue","usmtf:LongitudeMinuteAngularValue","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LongitudinalHemisphereCode","usmtf:LongitudinalHemisphereCode","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LongitudeChecksumDigitValue","usmtf:LongitudeChecksumDigitValue","1","1",""
"usmtf","LocationVerifiedLatLongMinutesType","usmtf:LocationVerifiedLatLongMinutesType","usmtf","LocationVerifiedLatLongMinutesAugmentationPoint","usmtf:LocationVerifiedLatLongMinutesAugmentationPoint","0","unbounded",""
