"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"usmtf","MissionVerificationIndexOriginatorID","usmtf:MissionVerificationIndexOriginatorID",1,0,"","","","An identifier of the originator of the mission verification index.","usmtf","MissionVerificationIndexOriginatorType","usmtf:MissionVerificationIndexOriginatorType",,,
"usmtf","MissionYearDate","usmtf:MissionYearDate",1,0,"","","","A year in which a mission is scheduled.","usmtf","Integer0000To9999Type","usmtf:Integer0000To9999Type",,,
"usmtf","MMOESimpleInitialThreatProbabilityPercent","usmtf:MMOESimpleInitialThreatProbabilityPercent",1,0,"","","","A planned or estimated probability that the first target ship to enter the minefield will be a casualty.","usmtf","Decimal.01To.99Type","usmtf:Decimal.01To.99Type",,,
"usmtf","MMOESustainedThreatProbabilityPercent","usmtf:MMOESustainedThreatProbabilityPercent",1,0,"","","","A constant threat probability planned or estimated for the number of days.","usmtf","Decimal.01To.99Type","usmtf:Decimal.01To.99Type",,,
"usmtf","MobilePLADesignatorText","usmtf:MobilePLADesignatorText",1,0,"","","","A three letter designator indicating message traffic routing.","usmtf","MobilePLADesignatorType","usmtf:MobilePLADesignatorType",,,
"usmtf","ModelText","usmtf:ModelText",1,0,"","","","A model number designation of an object.","usmtf","ModelType","usmtf:ModelType",,,
"usmtf","ModemEquipmentName","usmtf:ModemEquipmentName",1,0,"","","","A name/nomenclature of modem equipment employed.","usmtf","EquipmentName20CharMaxType","usmtf:EquipmentName20CharMaxType",,,
"usmtf","ModemInterleaverDescriptionCode","usmtf:ModemInterleaverDescriptionCode",1,0,"","","","A modem interleaver description.","usmtf","ModemInterleaverDescriptionCodeType","usmtf:ModemInterleaverDescriptionCodeType",,,
"usmtf","ModemWaveFormReferenceCode","usmtf:ModemWaveFormReferenceCode",1,0,"","","","A modem waveform reference.","usmtf","ModemWaveFormReferenceCodeType","usmtf:ModemWaveFormReferenceCodeType",,,
"usmtf","ModificationFileIDCode","usmtf:ModificationFileIDCode",1,0,"","","","A designator for the type of collective being modified.","usmtf","CollectiveFileIDCodeType","usmtf:CollectiveFileIDCodeType",,,
"usmtf","ModifiedSurfIndexNumeric","usmtf:ModifiedSurfIndexNumeric",1,0,"","","","A single dimensionless number that provides a relative measure of the conditions likely to be encountered in the surf zone.","usmtf","Integer0To9Type","usmtf:Integer0To9Type",,,
"usmtf","MODLOCFlagCode","usmtf:MODLOCFlagCode",1,0,"","","","An indicator to reflect unit operations in a particular area known as MODLOC.","usmtf","MovementCodeType","usmtf:MovementCodeType",,,
"usmtf","ModulationCode","usmtf:ModulationCode",1,0,"","","","A code to indicate the selection and amount of tone, pitch, amplitude, or frequency of a signal.","usmtf","ModulationCodeType","usmtf:ModulationCodeType",,,
"usmtf","MonthDayTime","usmtf:MonthDayTime",1,0,"","","","A representation of a specific month, day, and time.","usmtf","MonthDayTimeType","usmtf:MonthDayTimeType",,,
"usmtf","MonthDayTimeAugmentationPoint","usmtf:MonthDayTimeAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:MonthDayTimeType",,,,,,
"usmtf","MonthNameCode","usmtf:MonthNameCode",1,0,"","","","A name of a specific month which is one of the twelve parts into which a year is divided as defined by the Gregorian calendar.","usmtf","MonthNameCodeType","usmtf:MonthNameCodeType",,,
"usmtf","MonthNumericCode","usmtf:MonthNumericCode",1,0,"","","","An element for one of the twelve parts into which a year is divided as defined by the Gregorian calendar.","usmtf","MonthNumericCodeType","usmtf:MonthNumericCodeType",,,
"usmtf","MooredMineValue","usmtf:MooredMineValue",1,0,"","","","A depth/altitude of a moored mine.","usmtf","Integer0To9999Type","usmtf:Integer0To9999Type",,,
"usmtf","MostSignificantWeatherCode","usmtf:MostSignificantWeatherCode",1,0,"","","","A code for the most significant weather encountered as specified by the World Meteorological Organization.","usmtf","MostSignificantWeatherCodeType","usmtf:MostSignificantWeatherCodeType",,,
"usmtf","MotionImageryStreamID","usmtf:MotionImageryStreamID",1,0,"","","","A Universal Unique Identifier (UUID) that identifies the source video stream expressed in hexadecimal. Omit the Uniform Resource Name (URN), UUID prefix, and the hyphen delimiters.","usmtf","MotionImageryStreamIDType","usmtf:MotionImageryStreamIDType",,,
"usmtf","MovementAAWAxisCommentsText","usmtf:MovementAAWAxisCommentsText",1,0,"","","","A field for additional information about the AAW axis position and movement.","usmtf","Comment21CharMaxType","usmtf:Comment21CharMaxType",,,
"usmtf","MovementActivityCode","usmtf:MovementActivityCode",1,0,"","","","A direction of movement, status of an object, ship, submarine, naval force, or submarine.","usmtf","MovementActivityCodeType","usmtf:MovementActivityCodeType",,,
"usmtf","MovementControlNumberText","usmtf:MovementControlNumberText",1,0,"","","","A control number assigned to an approved movement.","usmtf","MovementControlNumberType","usmtf:MovementControlNumberType",,,
"usmtf","MovementDirectionDegreesMeasure","usmtf:MovementDirectionDegreesMeasure",1,0,"","","","A direction of movement of an object in degrees.","usmtf","Integer000To360Type","usmtf:Integer000To360Type",,,
"usmtf","MovementDirectionValue","usmtf:MovementDirectionValue",1,0,"","","","A value for the direction of movement, in the range of 1 through 360.","usmtf","Integer1To360Type","usmtf:Integer1To360Type",,,
"usmtf","MovementSpeed","usmtf:MovementSpeed",1,0,"","","","An observed or detected rate of motion of a target, vehicle, object or phenomenon.","usmtf","MovementSpeedType","usmtf:MovementSpeedType",,,
"usmtf","MovementSpeedAugmentationPoint","usmtf:MovementSpeedAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:MovementSpeedType",,,,,,
"usmtf","MovementSpeedValue","usmtf:MovementSpeedValue",1,0,"","","","A speed in the range 0 through 99999 or any combination of four or fewer digits and a significant decimal point (pt). There is a 5-character maximum (max).","usmtf","Decimal0To99999ZeroToFourFractionDigitsType","usmtf:Decimal0To99999ZeroToFourFractionDigitsType",,,
"usmtf","MOVEREPActivityActionCode","usmtf:MOVEREPActivityActionCode",1,0,"","","","A code to indicate the nature of the Movement Report (MOVEREP) activity action.","usmtf","MOVEREPActivityActionCodeType","usmtf:MOVEREPActivityActionCodeType",,,
"usmtf","MOVEREPActivityCode","usmtf:MOVEREPActivityCode",1,0,"","","","A particular type of Movement Report (MOVEREP) activity.","usmtf","MOVEREPActivityCodeType","usmtf:MOVEREPActivityCodeType",,,
"usmtf","MovingUnitID","usmtf:MovingUnitID",1,0,"","","","A unit identifier of the unit requesting and/or making a move.","usmtf","MovingUnitIDType","usmtf:MovingUnitIDType",,,
"usmtf","MPAMissionASWDesignatorCode","usmtf:MPAMissionASWDesignatorCode",1,0,"","","","A designator for a maritime patrol aircraft anti-submarine mission.","usmtf","MPAMissionASWDesignatorCodeType","usmtf:MPAMissionASWDesignatorCodeType",,,
"usmtf","MRSCalibrationDataNumeric","usmtf:MRSCalibrationDataNumeric",1,0,"","","","A mini-rawinsonde calibration data.","usmtf","Integer000000001To999999999Type","usmtf:Integer000000001To999999999Type",,,
"usmtf","MTOEIdentificationNumberText","usmtf:MTOEIdentificationNumberText",1,0,"","","","A number identifying a modification table of organization and equipment.","usmtf","MTOEIdentificationNumberType","usmtf:MTOEIdentificationNumberType",,,
"usmtf","MultichannelAreaBroadcastDesignator","usmtf:MultichannelAreaBroadcastDesignator",1,0,"","","","A designator of the main operational broadcast covering a specific multi-channel area.","usmtf","MultichannelAreaBroadcastDesignatorType","usmtf:MultichannelAreaBroadcastDesignatorType",,,
"usmtf","MultichannelAreaBroadcastDesignatorAugmentationPoint","usmtf:MultichannelAreaBroadcastDesignatorAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:MultichannelAreaBroadcastDesignatorType",,,,,,
"usmtf","MultiDimensionalGeometryCode","usmtf:MultiDimensionalGeometryCode",1,0,"","","","A code to describe multi-dimensional geometries.","usmtf","MultiDimensionalGeometryCodeType","usmtf:MultiDimensionalGeometryCodeType",,,
"usmtf","MultipleAlphabeticID","usmtf:MultipleAlphabeticID",1,0,"","","","A two or three letter alphabetic identifier.","usmtf","MultipleAlphabeticIDType","usmtf:MultipleAlphabeticIDType",,,
"usmtf","MultipleAlphabeticIDAugmentationPoint","usmtf:MultipleAlphabeticIDAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:MultipleAlphabeticIDType",,,,,,
"usmtf","MultipleAspectCode","usmtf:MultipleAspectCode",1,0,"","","","An indication of whether or not the contact looks like a mine after viewing from multiple angles.","usmtf","AffirmativeOrNegativeCodeType","usmtf:AffirmativeOrNegativeCodeType",,,
"usmtf","MultiplexTXRXChannelCountAugmentationPoint","usmtf:MultiplexTXRXChannelCountAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:MultiplexTXRXChannelCountType",,,,,,
"usmtf","MultiplexTxRxChannelsQuantity","usmtf:MultiplexTxRxChannelsQuantity",1,0,"","","","A count of multiplex transmitting (TX) and receiving (RX) channels.","usmtf","MultiplexTXRXChannelCountType","usmtf:MultiplexTXRXChannelCountType",,,
"usmtf","MUnitCode","usmtf:MUnitCode",1,0,"","","","A type of modified refractivity index (M-Unit).","usmtf","MUnitCodeType","usmtf:MUnitCodeType",,,
"usmtf","MunitionsAircraftQuantity","usmtf:MunitionsAircraftQuantity",1,0,"","","","A count of weapon types used in the event.","usmtf","Integer1To999Type","usmtf:Integer1To999Type",,,
"usmtf","MunitionsItemAlternateIdentificationCode","usmtf:MunitionsItemAlternateIdentificationCode",1,0,"","","","An identification code assigned by the Joint Staff to each reported munitions item in lieu of Department of Defense Identification Code (DODIC)/national stock number nomenclature.","usmtf","SingleOrDoubledLetterType","usmtf:SingleOrDoubledLetterType",,,
"usmtf","MUnitValue","usmtf:MUnitValue",1,0,"","","","A value of the modified refractivity index.","usmtf","Decimal1To999.99Type","usmtf:Decimal1To999.99Type",,,
"usmtf","MuzzleFlashColorCode","usmtf:MuzzleFlashColorCode",1,0,"","","","A color of anti-aircraft artillery's muzzle flash.","usmtf","MuzzleFlashColorCodeType","usmtf:MuzzleFlashColorCodeType",,,
"usmtf","MVISerialNumberPart1Numeric","usmtf:MVISerialNumberPart1Numeric",1,0,"","","","An element for the first part of the Mission Verification Index (MVI) number.","usmtf","Integer00To99Type","usmtf:Integer00To99Type",,,
"usmtf","MVISerialNumberPart2Numeric","usmtf:MVISerialNumberPart2Numeric",1,0,"","","","An element for the second part of the Mission Verification Index (MVI) number.","usmtf","Integer000To999Type","usmtf:Integer000To999Type",,,
"usmtf","NADGEStationCallSignID","usmtf:NADGEStationCallSignID",1,0,"","","","A NADGE station identifier, used primarily for establishing and maintaining communications.","usmtf","CallSign38CharMaxType","usmtf:CallSign38CharMaxType",,,
"usmtf","Name","usmtf:Name",1,0,"","","","A name of an entity.","usmtf","NameType","usmtf:NameType",,,
"usmtf","NarcoticsAndDangerousDrugsInformationSystemNumberText","usmtf:NarcoticsAndDangerousDrugsInformationSystemNumberText",1,0,"","","","A number used to identify the user of the Narcotics and Dangerous Drugs Information System (NADDIS).","usmtf","NarcoticsAndDangerousDrugsInformationSystemNumberType","usmtf:NarcoticsAndDangerousDrugsInformationSystemNumberType",,,
"usmtf","NarrowFieldOfViewKilometersMeasure","usmtf:NarrowFieldOfViewKilometersMeasure",1,0,"","","","A narrow field of view reported in kilometers.","usmtf","Integer01To9999Type","usmtf:Integer01To9999Type",,,
"usmtf","NarrowFieldOfViewNauticalMilesMeasure","usmtf:NarrowFieldOfViewNauticalMilesMeasure",1,0,"","","","A narrow field of view reported in nautical miles.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NationalGridSystemCoordinatesText","usmtf:NationalGridSystemCoordinatesText",1,0,"","","","A national grid reference system or spatial referencing system is a geospatial set of coordinates that are set by governments to set map and other geographic tools with.","usmtf","NationalGridSystemCoordinatesType","usmtf:NationalGridSystemCoordinatesType",,,
"usmtf","NationalImageryInterpretationRatingScaleNumeric","usmtf:NationalImageryInterpretationRatingScaleNumeric",1,0,"","","","A numeric, graduated scale, value representing the interpretability of a frame of imagery. The NIIRS value is expressed as NIIRS value times 10, e.g., NIIRS 5 = 50.","usmtf","Integer00To99Type","usmtf:Integer00To99Type",,,
"usmtf","NationalNetworkID","usmtf:NationalNetworkID",1,0,"","","","A national network identifier (numeric).","usmtf","Integer001To255Type","usmtf:Integer001To255Type",,,
"usmtf","NationalROENumberText","usmtf:NationalROENumberText",1,0,"","","","A means by which a specific Rule of Engagement (ROE) for a nation is identified.","usmtf","NationalROENumberType","usmtf:NationalROENumberType",,,
"usmtf","NationalSecureTelephoneSystemID","usmtf:NationalSecureTelephoneSystemID",1,0,"","","","A designated non-secure national secure telephone number identifier of an individual or agency to be contacted.","usmtf","NationalSecureTelephoneSystemType","usmtf:NationalSecureTelephoneSystemType",,,
"usmtf","NationalShortCodeID","usmtf:NationalShortCodeID",1,0,"","","","A unique identifier used to describe the nature of the ammunition.","usmtf","AmmunitionIDType","usmtf:AmmunitionIDType",,,
"usmtf","NationalStockNumberText","usmtf:NationalStockNumberText",1,0,"","","","A National Stock Number assigned to an item for identification purposes.","usmtf","NationalStockNumberType","usmtf:NationalStockNumberType",,,
"usmtf","NationalTaskingCode","usmtf:NationalTaskingCode",1,0,"","","","A code to indicate if a target is tasked for exploitation by national authorities.","usmtf","AffirmativeOrNegativeAbbreviatedCodeType","usmtf:AffirmativeOrNegativeAbbreviatedCodeType",,,
"usmtf","NATOAircraftName","usmtf:NATOAircraftName",1,0,"","","","A NATO recognized name of a type of aircraft.","usmtf","AircraftNameNATOType","usmtf:AircraftNameNATOType",,,
"usmtf","NATODesignatorText","usmtf:NATODesignatorText",1,0,"","","","A NATO designation for identifying a maritime contact.","usmtf","NATODesignatorType","usmtf:NATODesignatorType",,,
"usmtf","NATOEmitterName","usmtf:NATOEmitterName",1,0,"","","","A long name of the emitter.","usmtf","NATOEmitterNameType","usmtf:NATOEmitterNameType",,,
"usmtf","NATOHullNumberText","usmtf:NATOHullNumberText",1,0,"","","","A number assigned to a specific vessel, which, when associated with a specific hull type or ship type, uniquely identifies that vessel.","usmtf","HullNumberType","usmtf:HullNumberType",,,
"usmtf","NATOReadinessID","usmtf:NATOReadinessID",1,0,"","","","An identifier for a unit status report reporting unit with assigned POMCUS sets.","usmtf","AlphabetLetterType","usmtf:AlphabetLetterType",,,
"usmtf","NATOStandardAircraftFuelCode","usmtf:NATOStandardAircraftFuelCode",1,0,"","","","A code for the designation of the class or group of fuels used by aircraft in NATO.","usmtf","NATOStandardAircraftFuelCodeType","usmtf:NATOStandardAircraftFuelCodeType",,,
"usmtf","NATOStandardFuelCode","usmtf:NATOStandardFuelCode",1,0,"","","","A code for the designation of the class or group of fuels used by NATO.","usmtf","NATOStandardFuelCodeType","usmtf:NATOStandardFuelCodeType",,,
"usmtf","NATOStockNumberText","usmtf:NATOStockNumberText",1,0,"","","","A unique NATO stock number of the ammunition.","usmtf","NATOStockNumberType","usmtf:NATOStockNumberType",,,
"usmtf","NATOSubmarineCode","usmtf:NATOSubmarineCode",1,0,"","","","A basic design, configuration, or primary function for which a NATO submarine was designed and constructed.","usmtf","NATOSubmarineCodeType","usmtf:NATOSubmarineCodeType",,,
"usmtf","NaturalPhenomenaSeaBottomCode","usmtf:NaturalPhenomenaSeaBottomCode",1,0,"","","","A description of natural phenomena on the bottom.","usmtf","NaturalPhenomenaSeaBottomCodeType","usmtf:NaturalPhenomenaSeaBottomCodeType",,,
"usmtf","NatureModulatedSignalCode","usmtf:NatureModulatedSignalCode",1,0,"","","","A nature of the modulated signal.","usmtf","NatureModulatedSignalCodeType","usmtf:NatureModulatedSignalCodeType",,,
"usmtf","NatureOfDifficultyCode","usmtf:NatureOfDifficultyCode",1,0,"","","","An assessment or description of the problem experienced by an object.","usmtf","NatureOfDifficultyCodeType","usmtf:NatureOfDifficultyCodeType",,,
"usmtf","NauticalMileUnitCode","usmtf:NauticalMileUnitCode",1,0,"","","","A unit of linear measurement reported in nautical miles.","usmtf","NauticalMileUnitCodeType","usmtf:NauticalMileUnitCodeType",,,
"usmtf","NavalAmphibiousCommunicationsNetLineNumberText","usmtf:NavalAmphibiousCommunicationsNetLineNumberText",1,0,"","","","A number assigned to a ship-to-shore circuit.","usmtf","NavalAmphibiousCommunicationsNetLineNumberType","usmtf:NavalAmphibiousCommunicationsNetLineNumberType",,,
"usmtf","NavalEchelonLevelCode","usmtf:NavalEchelonLevelCode",1,0,"","","","A designation of the commander and/or level of a naval task organization.","usmtf","NavalEchelonLevelCodeType","usmtf:NavalEchelonLevelCodeType",,,
"usmtf","NavalFireSupportAreaText","usmtf:NavalFireSupportAreaText",1,0,"","","","A sea area designation assigned to a fire support unit or individual fire support ship in which to operate when executing fire support missions.","usmtf","NavalFireSupportAreaType","usmtf:NavalFireSupportAreaType",,,
"usmtf","NavalFireSupportStationText","usmtf:NavalFireSupportStationText",1,0,"","","","A designation of a specific location in which firing ships may be placed and maintained while providing fire support.","usmtf","NavalFireSupportStationType","usmtf:NavalFireSupportStationType",,,
"usmtf","NavalForceCallSignID","usmtf:NavalForceCallSignID",1,0,"","","","An identifier of the naval force, used primarily for establishing and maintaining ciommunications.","usmtf","CallSign28CharMaxType","usmtf:CallSign28CharMaxType",,,
"usmtf","NavalForceMovementStatusCode","usmtf:NavalForceMovementStatusCode",1,0,"","","","A term or alphabetic code which identifies the movement status of a naval force.","usmtf","NavalForceMovementStatusCodeType","usmtf:NavalForceMovementStatusCodeType",,,
"usmtf","NavalForceShipQuantity","usmtf:NavalForceShipQuantity",1,0,"","","","A ship type and number of the ship type in a Naval force.","usmtf","NavalForceShipQuantityType","usmtf:NavalForceShipQuantityType",,,
"usmtf","NavalForceShipQuantityAugmentationPoint","usmtf:NavalForceShipQuantityAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NavalForceShipQuantityType",,,,,,
"usmtf","NavalOrganizationNumericalDesignatorText","usmtf:NavalOrganizationNumericalDesignatorText",1,0,"","","","A numerical designator of the level of a naval task organization.","usmtf","NavalOrganizationNumericalDesignatorType","usmtf:NavalOrganizationNumericalDesignatorType",,,
"usmtf","NavalTaskDesignator","usmtf:NavalTaskDesignator",1,0,"","","","An identifying designator of a Naval task entity.","usmtf","NavalTaskDesignatorType","usmtf:NavalTaskDesignatorType",,,
"usmtf","NavalTaskDesignatorAugmentationPoint","usmtf:NavalTaskDesignatorAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NavalTaskDesignatorType",,,,,,
"usmtf","NavalTaskID","usmtf:NavalTaskID",1,0,"","","","An identifier of a specific Naval task echelon.","usmtf","NavalTaskIDType","usmtf:NavalTaskIDType",,,
"usmtf","NavalTaskIDAugmentationPoint","usmtf:NavalTaskIDAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NavalTaskIDType",,,,,,
"usmtf","NavalTaskIDEchelonLevelCode","usmtf:NavalTaskIDEchelonLevelCode",1,0,"","","","A structural or echelon level indicator used in a naval task identifier.","usmtf","NavalTaskIDEchelonLevelCodeType","usmtf:NavalTaskIDEchelonLevelCodeType",,,
"usmtf","NavalTaskOrganizationEchelonNumberText","usmtf:NavalTaskOrganizationEchelonNumberText",1,0,"","","","A specification of the hierarchy and echelon level of the naval task organization.","usmtf","NavalTaskOrganizationEchelonNumberType","usmtf:NavalTaskOrganizationEchelonNumberType",,,
"usmtf","NavigationAidDescriptionText","usmtf:NavigationAidDescriptionText",1,0,"","","","A literal description of the navigation aid equipment.","usmtf","NavigationAidDescriptionType","usmtf:NavigationAidDescriptionType",,,
"usmtf","NavigationAidIDCode","usmtf:NavigationAidIDCode",1,0,"","","","A NAVAID identifier code.","usmtf","NavigationAidIDType","usmtf:NavigationAidIDType",,,
"usmtf","NavigationalAidCode","usmtf:NavigationalAidCode",1,0,"","","","A type of navigational aid being referenced.","usmtf","NavigationalAidCodeType","usmtf:NavigationalAidCodeType",,,
"usmtf","NavigationalAidFrequencyDesignatorText","usmtf:NavigationalAidFrequencyDesignatorText",1,0,"","","","A frequency emitted or channel designator used by a navigational aid.","usmtf","FrequencyDesignatorType","usmtf:FrequencyDesignatorType",,,
"usmtf","NavigationalAidFrequencyInMegahertzValue","usmtf:NavigationalAidFrequencyInMegahertzValue",1,0,"","","","A frequency emitted by a navigational aid.","usmtf","Decimal.0000001To99999999Type","usmtf:Decimal.0000001To99999999Type",,,
"usmtf","NavigationalAidID","usmtf:NavigationalAidID",1,0,"","","","An identifier of a specific navigational aid (NAVAID).","usmtf","NavigationalAidIDType","usmtf:NavigationalAidIDType",,,
"usmtf","NavigationalAidName","usmtf:NavigationalAidName",1,0,"","","","A name associated with a particular navigational aid.","usmtf","NavigationalAidNameType","usmtf:NavigationalAidNameType",,,
"usmtf","NavigationErrorMeters","usmtf:NavigationErrorMeters",1,0,"","","","A plan navigation error in meters.","usmtf","NavigationErrorMetersType","usmtf:NavigationErrorMetersType",,,
"usmtf","NavigationErrorMetersAugmentationPoint","usmtf:NavigationErrorMetersAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NavigationErrorMetersType",,,,,,
"usmtf","NavigationErrorMetersMeasure","usmtf:NavigationErrorMetersMeasure",1,0,"","","","A navigation error in meters, in the range of 1 through 913.","usmtf","Integer1To913Type","usmtf:Integer1To913Type",,,
"usmtf","NavigationErrorYards","usmtf:NavigationErrorYards",1,0,"","","","A navigation error in yards.","usmtf","NavigationErrorYardsType","usmtf:NavigationErrorYardsType",,,
"usmtf","NavigationErrorYardsAugmentationPoint","usmtf:NavigationErrorYardsAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NavigationErrorYardsType",,,,,,
"usmtf","NavigationErrorYardsMeasure","usmtf:NavigationErrorYardsMeasure",1,0,"","","","A navigation error in yards, in the range of 1 through 999.","usmtf","Integer1To999Type","usmtf:Integer1To999Type",,,
"usmtf","NavigationHazardWarningText","usmtf:NavigationHazardWarningText",1,0,"","","","An identification of a navigation hazard warning message with its numeric accounting number.","usmtf","NavigationHazardWarningType","usmtf:NavigationHazardWarningType",,,
"usmtf","NavigationLightName","usmtf:NavigationLightName",1,0,"","","","A literal name of a navigation light.","usmtf","NavigationLightNameType","usmtf:NavigationLightNameType",,,
"usmtf","NavigationSystemCode","usmtf:NavigationSystemCode",1,0,"","","","A code to represent the navigation system available in maritime operations.","usmtf","NavigationSystemCodeType","usmtf:NavigationSystemCodeType",,,
"usmtf","NavyCodedReasonEquipmentConditionNotC1Code","usmtf:NavyCodedReasonEquipmentConditionNotC1Code",1,0,"","","","A code indicating the reason why Navy equipment condition are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedReasonEquipmentSuppliesNotC1Code","usmtf:NavyCodedReasonEquipmentSuppliesNotC1Code",1,0,"","","","A code indicating the reason why Navy equipment/supplies are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedReasonPersonnelNotC1Code","usmtf:NavyCodedReasonPersonnelNotC1Code",1,0,"","","","A code indicating the reason why Navy personnel are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedReasonReservePersonnelNotC1Code","usmtf:NavyCodedReasonReservePersonnelNotC1Code",1,0,"","","","A code indicating the reason why Navy reserve personnel are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedReasonTrainingNotC1Code","usmtf:NavyCodedReasonTrainingNotC1Code",1,0,"","","","A code indicating the reason why Navy training is not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedReasonUnitNotC1Code","usmtf:NavyCodedReasonUnitNotC1Code",1,0,"","","","A code indicating the reason why Navy units are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedSecondaryReasonUnitNotC1Code","usmtf:NavyCodedSecondaryReasonUnitNotC1Code",1,0,"","","","A code indicating the secondary reason why Navy units are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyCodedTertiaryReasonUnitNotC1Code","usmtf:NavyCodedTertiaryReasonUnitNotC1Code",1,0,"","","","A code indicating the tertiary reason why Navy units are not C-1.","usmtf","NavyCodedReasonNotC1Type","usmtf:NavyCodedReasonNotC1Type",,,
"usmtf","NavyItemControlNumber","usmtf:NavyItemControlNumber",1,0,"","","","A number used to control items.","usmtf","NavyItemControlNumberType","usmtf:NavyItemControlNumberType",,,
"usmtf","NavyItemControlNumberAugmentationPoint","usmtf:NavyItemControlNumberAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NavyItemControlNumberType",,,,,,
"usmtf","NavyItemControlNumberCode","usmtf:NavyItemControlNumberCode",1,0,"","","","A code used to control Navy items.","usmtf","NavyItemControlNumberCodeType","usmtf:NavyItemControlNumberCodeType",,,
"usmtf","NavyPatientsQuantity","usmtf:NavyPatientsQuantity",1,0,"","","","A count of Navy patients.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NBCShortfallEquipmentAuthorizedQuantity","usmtf:NBCShortfallEquipmentAuthorizedQuantity",1,0,"","","","A count of NBC shortfall equipment authorized.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NBCShortfallEquipmentItemsOnHandQuantity","usmtf:NBCShortfallEquipmentItemsOnHandQuantity",1,0,"","","","A count of NBC shortfall equipment items on hand.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NBCShortfallEquipmentRequiredQuantity","usmtf:NBCShortfallEquipmentRequiredQuantity",1,0,"","","","A count of nuclear, biological, chemical (NBC) shortfall equipment authorized.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NBCStrikeSerialNumberID","usmtf:NBCStrikeSerialNumberID",1,0,"","","","An identifier assigned to an NBC attack.","usmtf","NBCStrikeSerialNumberType","usmtf:NBCStrikeSerialNumberType",,,
"usmtf","NearshoreCenterCode","usmtf:NearshoreCenterCode",1,0,"","","","A predominant material comprising the center 5-fathom curve to the shore or beach.","usmtf","BeachCompositionCodeType","usmtf:BeachCompositionCodeType",,,
"usmtf","NearshoreLeftCode","usmtf:NearshoreLeftCode",1,0,"","","","A predominant material comprising the left 5-fathom curve to the shore or beach.","usmtf","BeachCompositionCodeType","usmtf:BeachCompositionCodeType",,,
"usmtf","NearshoreRightCode","usmtf:NearshoreRightCode",1,0,"","","","A predominant material comprising the right 5-fathom curve to the shore or beach.","usmtf","BeachCompositionCodeType","usmtf:BeachCompositionCodeType",,,
"usmtf","NearSurfaceMineDepthAltitudeValue","usmtf:NearSurfaceMineDepthAltitudeValue",1,0,"","","","A depth/altitude of a near surface mine.","usmtf","Integer0To30Type","usmtf:Integer0To30Type",,,
"usmtf","NetControlStationName","usmtf:NetControlStationName",1,0,"","","","A name of the ship controlling the circuit.","usmtf","NetControlStationNameType","usmtf:NetControlStationNameType",,,
"usmtf","NetFunctionCode","usmtf:NetFunctionCode",1,0,"","","","A net function on the radio frequency.","usmtf","NetFunctionCodeType","usmtf:NetFunctionCodeType",,,
"usmtf","NetID","usmtf:NetID",1,0,"","","","A serial identifier of a satellite communications net.","usmtf","NetIDType","usmtf:NetIDType",,,
"usmtf","NetInUseID","usmtf:NetInUseID",1,0,"","","","An identifier of the net in use.","usmtf","InUseIDType","usmtf:InUseIDType",,,
"usmtf","NetNumberID","usmtf:NetNumberID",1,0,"","","","An identifier of the net for the transmission/reception of the time slot block.","usmtf","Integer000To126Type","usmtf:Integer000To126Type",,,
